StudyHours,Attendance,PreviousMarks,SleepHours,FinalMarks
3.1,55.3,46.0,5.9,50.1
7.3,58.6,54.4,8.2,71.7
4.1,72.3,72.9,5.8,72.2
7.2,55.4,47.4,9.1,62.5
2.4,69.5,81.6,7.8,74.5
7.1,67.3,66.1,5.4,62.6
2.3,68.8,49.9,6.1,52.0
5.1,51.6,61.1,8.6,63.2
7.2,89.5,88.1,6.8,90.3
1.1,67.0,76.5,7.6,57.7
4.5,67.8,50.6,5.2,59.0
8.1,58.6,79.5,4.5,78.8
0.7,70.8,58.8,6.9,56.9
2.9,63.0,63.7,8.5,62.6
4.5,67.1,88.1,8.1,69.4
2.1,80.4,46.8,4.6,62.2
4.7,69.1,44.1,3.3,44.2
7.1,75.3,71.7,6.2,81.6
1.9,51.5,54.7,5.1,53.3
4.0,69.9,42.3,6.9,66.2
5.0,76.4,58.4,6.8,82.2
6.0,82.2,43.4,6.2,75.1
1.8,59.6,37.3,7.5,41.6
4.1,68.7,71.5,7.5,69.7
3.6,100.0,48.7,4.1,55.6
5.3,77.1,46.0,7.5,63.7
4.7,64.9,60.8,8.1,68.4
7.1,77.1,72.5,7.1,81.9
3.5,64.7,82.8,5.5,70.5
4.2,71.4,37.2,8.5,53.4
8.0,83.0,62.0,5.7,73.5
4.5,75.1,69.4,8.7,61.7
5.9,74.4,58.7,8.6,76.7
3.3,85.0,60.7,8.2,79.6
4.6,74.0,83.2,5.0,75.2
2.0,58.0,48.3,6.4,51.5
7.4,63.4,69.1,6.4,69.4
5.8,94.1,68.4,6.4,72.0
4.1,72.3,61.7,4.8,57.2
3.5,90.5,86.8,7.9,76.6
7.5,76.1,86.1,4.4,77.7
7.0,80.2,64.9,6.8,74.0
3.3,71.0,76.7,5.8,61.6
5.2,82.1,57.3,6.3,75.0
4.4,69.3,52.5,8.0,55.1
4.2,48.4,52.2,8.6,53.0
7.2,79.3,57.3,6.6,77.6
9.4,84.1,48.8,7.0,64.4
3.9,76.1,56.6,8.7,69.0
2.8,68.8,54.4,6.8,57.4
2.2,98.0,82.6,4.5,71.0
6.2,67.1,42.2,8.8,62.3
5.0,45.8,62.1,7.1,65.2
1.5,63.2,54.4,4.0,38.2
3.4,70.5,41.4,6.3,50.8
2.1,82.8,30.0,6.5,44.2
3.5,73.9,79.6,6.5,83.2
2.9,67.7,63.9,4.5,56.1
0.5,83.9,69.9,5.5,56.9
4.7,68.3,64.9,7.5,64.7
4.6,77.3,79.0,9.1,84.5
8.8,45.0,79.0,7.5,86.2
7.3,91.7,83.6,8.4,95.0
4.4,51.6,68.2,7.5,65.4
3.0,47.6,46.3,8.1,59.7
5.1,84.8,78.7,4.7,72.1
5.0,63.5,61.1,7.6,71.9
3.9,46.5,60.8,7.1,65.7
5.5,74.9,56.5,7.0,74.6
4.8,61.6,55.1,6.2,64.7
4.6,71.1,54.3,7.3,63.2
5.3,70.4,59.9,6.9,78.6
1.2,67.0,50.1,7.5,47.4
5.5,64.9,60.8,6.2,63.7
4.2,76.6,86.5,6.7,88.7
3.4,61.2,61.5,6.3,58.5
2.8,53.6,45.8,7.8,50.3
7.8,84.8,61.9,6.2,74.3
4.3,76.4,52.0,6.5,60.6
1.9,72.1,53.5,8.3,55.3
4.9,53.6,62.8,6.6,63.4
3.7,75.4,87.1,6.1,80.5
6.9,76.3,84.5,7.5,92.4
6.6,73.6,35.8,5.0,52.3
3.7,59.3,52.2,7.3,63.9
3.5,62.4,81.2,8.7,74.1
5.0,75.9,66.2,7.7,71.3
3.6,52.5,69.0,6.1,60.0
1.4,61.5,51.1,7.7,52.3
5.2,56.1,39.4,6.3,50.9
1.8,74.0,63.9,7.7,59.2
3.8,69.5,64.7,5.7,63.5
9.2,57.3,89.4,6.0,82.4
3.6,58.3,48.7,5.6,52.8
2.3,91.3,58.9,7.1,69.9
3.8,75.8,48.9,3.8,54.4
6.2,54.9,48.2,6.4,65.1
7.1,65.0,83.2,5.7,86.6
6.6,80.8,54.6,7.2,69.2
5.4,45.0,62.7,7.4,63.5
2.7,49.6,30.0,7.4,45.7
2.7,77.2,62.4,7.8,69.2
9.1,68.7,70.7,7.0,74.3
3.8,79.6,68.7,8.4,74.2
3.4,68.3,30.0,7.7,57.2
4.7,90.4,67.9,7.8,82.2
3.7,79.1,63.5,6.5,62.0
7.7,74.4,68.6,7.6,77.0
7.1,72.5,47.3,7.7,74.0
3.3,63.9,61.8,6.9,63.1
4.8,68.9,68.1,6.0,74.4
3.4,68.1,66.1,5.3,69.8
6.8,51.8,73.3,7.9,72.4
2.4,76.2,89.0,7.5,77.9
1.2,75.5,56.0,8.3,52.9
5.7,66.4,50.2,7.1,60.5
4.4,55.3,57.4,8.4,60.8
4.0,89.4,77.9,6.8,91.7
6.3,53.2,86.7,6.8,81.1
3.3,58.2,53.8,6.3,61.7
0.7,59.9,47.3,8.3,54.0
5.9,65.7,60.1,8.8,69.9
2.3,49.0,54.5,7.1,49.6
2.7,63.8,67.9,5.5,69.7
6.5,92.8,78.3,6.2,92.3
4.9,72.6,64.5,3.2,63.2
5.0,75.1,72.4,7.2,72.2
5.6,55.7,74.2,7.6,70.2
3.0,58.9,70.6,7.3,68.7
3.2,72.0,36.9,6.7,47.9
4.8,79.7,52.2,6.5,66.6
5.0,76.4,72.3,8.4,80.5
6.6,71.6,71.2,7.2,82.6
2.9,59.8,78.5,6.1,72.0
5.3,71.2,41.4,8.5,62.1
2.0,55.5,44.9,6.3,48.0
1.7,85.0,47.5,8.7,65.1
6.0,63.7,78.5,5.2,76.6
2.3,64.9,63.9,3.8,44.0
5.0,67.7,81.7,7.9,86.8
1.1,61.3,84.9,10.0,72.7
7.2,55.2,67.8,6.5,69.8
2.7,76.0,78.4,6.6,75.8
7.2,74.3,72.7,6.2,78.9
6.0,59.4,30.0,6.3,50.8
5.9,79.7,49.4,7.9,59.4
4.3,66.3,62.6,6.2,63.8
9.2,49.0,77.7,7.0,76.1
3.8,54.6,78.6,6.8,76.2
3.7,75.3,64.3,7.6,78.6
6.8,71.3,79.9,7.5,83.6
5.1,85.8,81.7,7.8,80.8
4.6,64.7,51.2,4.8,60.8
7.6,97.3,30.0,6.3,68.3
5.5,63.6,69.5,6.7,70.7
5.1,54.6,67.7,7.2,68.0
4.2,83.2,61.8,7.3,79.0
4.8,72.4,63.8,8.6,68.1
3.5,71.6,84.3,7.9,74.3
5.2,45.0,74.3,6.4,60.1
4.7,61.9,56.7,5.2,61.3
7.2,76.4,85.5,8.1,88.9
4.0,68.2,93.1,8.0,83.5
5.3,94.4,76.6,7.5,78.6
5.0,70.8,97.0,6.5,80.1
1.8,62.1,54.1,6.0,64.2
7.8,82.8,76.0,9.0,72.9
3.6,57.6,46.6,6.6,52.9
3.5,70.9,68.3,4.2,53.7
2.3,65.8,56.8,6.4,52.3
3.1,56.8,63.1,5.3,56.3
5.6,78.9,52.0,6.8,64.7
5.4,79.1,70.7,9.0,77.4
6.8,73.7,78.7,5.7,75.6
6.2,74.9,70.2,8.2,68.6
3.1,70.6,50.4,10.0,57.8
3.9,63.6,63.8,7.0,66.4
7.8,65.7,58.1,8.4,72.3
8.0,73.4,44.9,8.3,72.3
6.8,73.8,86.3,5.8,83.5
3.5,65.9,84.9,7.1,73.2
9.0,66.0,74.7,4.7,77.0
5.3,46.7,53.5,6.6,52.3
6.6,66.1,39.8,7.5,62.4
2.0,70.8,72.2,5.2,60.6
6.6,79.9,62.6,7.5,74.4
5.7,71.8,44.3,3.8,47.1
3.0,69.9,54.6,7.0,60.5
3.5,61.0,62.6,5.6,62.6
8.5,62.0,73.6,6.1,84.6
5.7,45.0,55.4,7.2,60.2
3.7,68.1,55.4,6.6,67.2
4.5,77.7,67.8,6.6,66.4
3.6,45.0,59.4,6.9,60.2
0.5,73.6,61.0,6.9,47.0
7.4,65.0,46.9,7.1,66.0
3.8,61.4,64.7,7.6,57.7
7.0,66.7,73.9,8.0,67.8
0.8,58.4,56.3,5.7,61.9
7.0,94.4,74.1,5.7,77.8
3.9,76.6,73.8,5.0,86.9
5.2,65.8,62.9,6.7,69.0
2.8,71.4,84.3,6.8,71.4
5.7,87.3,86.4,5.2,75.3
4.2,74.1,65.2,6.4,66.1
2.6,45.0,64.6,6.2,62.1
5.3,70.3,52.8,8.6,72.1
3.5,64.2,64.1,6.7,62.4
6.5,76.3,73.3,8.4,88.6
4.3,83.5,66.9,8.5,79.2
3.8,73.4,80.1,5.2,70.7
7.2,69.7,88.0,7.8,82.8
2.7,45.0,84.7,5.8,58.7
6.0,74.2,70.0,7.6,70.9
3.2,72.0,46.7,5.0,59.4
5.8,91.8,85.9,7.7,92.3
5.4,81.9,55.4,8.1,72.1
2.1,75.6,84.4,8.9,66.8
8.0,71.7,83.8,8.0,86.7
0.7,76.2,72.6,7.2,57.3
2.4,56.7,67.6,9.1,65.2
4.5,72.2,64.9,7.7,66.6
4.4,69.2,79.9,7.0,72.1
6.1,64.3,69.9,8.4,68.5
4.0,75.2,63.0,7.6,72.6
3.3,65.2,81.2,6.6,66.2
10.0,57.3,73.5,7.9,78.6
10.0,52.3,78.0,5.5,71.1
2.0,71.7,37.2,7.1,49.2
5.2,57.9,48.8,5.3,52.1
6.2,100.0,74.9,5.6,81.8
7.0,65.9,65.5,7.0,78.1
4.5,85.2,60.3,5.7,81.9
3.1,57.0,37.6,10.0,55.1
10.0,69.4,87.4,6.7,90.8
4.5,69.8,67.7,6.7,73.7
8.4,70.4,70.5,3.0,60.4
5.1,85.4,75.8,7.3,85.8
6.0,69.7,87.4,9.0,68.3
7.2,86.0,54.6,7.3,73.1
8.1,60.9,51.8,5.7,62.1
3.6,78.4,53.7,6.9,56.1
1.6,66.5,40.8,9.7,34.9
4.0,68.4,53.0,5.6,54.4
9.0,64.3,50.1,6.5,75.2
0.5,84.5,72.6,6.6,71.4
8.1,89.9,56.4,5.9,70.6
2.0,60.2,49.8,7.6,45.8
1.5,78.9,74.1,9.0,69.2
6.6,62.6,76.2,8.2,75.1
8.1,75.0,95.0,6.9,92.0
2.9,70.7,39.9,5.9,63.0
4.1,57.5,61.8,5.3,67.2
7.8,74.8,54.6,5.9,70.2
6.8,97.0,49.5,6.5,71.1
9.3,65.7,63.3,4.8,66.5
4.8,68.5,64.7,6.8,74.2
0.5,76.4,74.1,7.4,53.8
3.2,89.1,74.7,6.7,73.0
9.2,73.9,83.5,6.9,87.4
1.2,80.0,66.0,7.1,63.6
2.9,69.4,75.9,7.0,64.3
5.7,74.4,36.1,7.5,68.6
4.6,51.3,55.0,6.5,54.5
0.9,62.5,63.8,6.4,49.2
7.5,62.6,68.5,8.7,76.9
8.0,84.6,41.7,6.6,77.6
3.2,46.4,56.7,9.2,44.7
3.9,70.4,65.0,6.4,67.9
5.3,51.7,56.6,8.3,66.2
4.1,53.2,52.9,9.0,59.9
6.1,82.3,75.6,7.0,84.8
6.4,51.8,56.8,8.4,57.4
5.2,92.0,77.3,5.9,81.9
5.8,61.4,56.7,4.8,51.6
5.8,69.8,65.3,9.3,69.9
6.9,59.6,74.0,6.0,73.2
2.1,82.2,63.4,4.0,54.9
7.9,72.9,72.0,7.1,76.6
6.6,61.9,30.1,6.3,55.3
6.5,58.8,71.3,8.9,70.0
0.5,66.7,48.1,7.4,51.4
6.4,71.4,90.1,5.7,79.5
3.9,64.2,42.1,7.4,53.5
4.3,66.2,66.3,7.1,68.7
4.5,70.3,76.4,6.8,70.2
2.9,93.6,59.6,6.6,68.5
5.5,65.5,61.3,4.7,67.5
0.5,56.5,74.5,5.7,52.6
1.7,81.5,98.0,6.1,77.9
4.8,54.8,68.8,6.1,59.2
6.9,79.9,68.9,7.5,76.4
5.5,75.3,75.7,6.1,73.6
5.7,99.4,66.1,6.1,75.7
4.0,95.0,57.6,8.2,71.1
3.8,80.1,68.9,6.2,80.7
7.0,81.7,79.8,7.3,95.6
1.8,77.0,65.7,5.9,56.5
4.5,45.0,84.1,3.1,47.9
5.7,85.5,57.6,5.8,77.4
2.4,70.5,65.3,5.7,57.4
8.4,71.0,65.7,7.0,62.3
3.0,53.2,68.9,5.9,56.6
1.5,69.3,44.4,7.5,65.1
0.5,63.6,45.1,6.6,49.5
7.2,72.5,75.8,10.0,84.0
3.9,51.4,57.2,5.8,59.1
6.5,66.5,47.3,6.6,59.2
4.6,50.1,82.6,6.9,70.9
5.0,77.7,67.7,6.5,71.3
3.4,78.1,55.8,8.1,65.8
3.2,76.2,57.2,7.8,66.7
6.0,75.0,56.1,8.4,75.3
10.0,57.6,72.4,4.4,71.5
4.9,56.9,71.5,6.9,75.9
0.5,65.3,54.3,9.3,42.4
4.9,69.5,69.9,8.1,81.4
5.8,78.4,68.8,8.2,73.7
7.7,85.7,81.1,5.7,80.3
8.6,54.1,68.6,6.4,74.0
3.5,52.8,56.3,7.3,62.0
4.3,74.5,67.4,7.6,80.0
5.9,81.3,75.6,4.9,68.8
6.1,70.9,71.8,9.0,78.0
3.6,74.0,83.9,6.9,72.3
6.6,83.0,88.4,8.4,81.1
5.2,55.6,73.8,6.6,73.1
3.7,86.7,68.4,7.9,75.6
4.2,55.3,40.5,8.4,55.8
9.1,65.7,47.5,6.5,66.5
4.1,80.3,72.4,7.7,73.6
6.3,73.7,75.8,5.8,71.9
5.9,71.2,79.2,6.5,82.9
6.5,67.0,55.9,8.3,65.5
3.3,78.2,94.4,7.5,79.9
5.3,70.5,71.5,5.8,77.0
5.5,54.1,47.7,9.0,55.4
7.0,84.5,75.5,6.3,76.3
6.9,61.9,31.9,5.2,57.2
6.3,69.1,50.7,6.0,65.8
5.4,77.5,58.8,7.0,79.8
5.0,63.2,74.9,6.9,73.0
1.2,79.4,98.0,6.3,65.4
3.0,45.4,60.1,5.0,52.9
4.8,73.6,65.0,5.2,69.5
4.6,79.2,93.8,5.1,75.2
5.7,83.9,71.8,7.9,83.2
5.5,63.2,72.6,5.8,70.4
2.2,90.9,70.0,7.6,81.0
6.5,81.7,76.4,8.5,75.4
0.5,66.8,44.2,8.6,52.9
4.7,64.6,58.5,7.1,66.3
7.2,69.2,73.4,7.2,74.8
5.2,56.7,85.0,8.2,70.9
3.2,77.2,69.6,6.9,69.9
3.2,96.4,56.7,8.3,68.9
6.1,68.8,48.7,8.0,74.0
4.2,78.0,98.0,7.6,84.7
10.0,56.5,78.9,7.4,71.4
7.4,78.2,54.4,5.0,68.0
6.9,64.5,35.8,6.0,50.0
6.4,63.1,67.2,5.6,64.8
4.0,67.5,34.7,5.5,52.6
5.9,69.7,80.4,7.2,72.2
7.1,69.0,95.8,7.7,86.8
2.1,74.3,74.1,6.6,64.7
7.3,53.3,58.1,8.7,70.8
4.0,68.7,84.1,6.0,77.7
7.9,69.6,68.4,7.1,72.6
7.1,76.7,54.8,7.4,82.9
3.6,79.0,89.5,5.3,74.6
6.1,93.6,76.3,8.3,83.3
0.8,81.3,74.3,6.5,70.7
0.5,56.3,69.1,6.5,53.1
5.8,69.7,51.7,7.7,53.8
5.9,63.4,45.3,7.5,64.7
3.3,65.2,59.2,8.0,57.8
5.2,74.4,77.8,6.1,68.7
0.5,64.6,55.3,6.7,55.8
5.3,65.3,73.5,6.2,72.8
6.6,85.1,88.1,6.1,88.9
5.8,63.2,39.7,7.8,63.1
6.3,68.3,69.4,5.6,66.6
1.0,72.2,65.9,7.6,65.1
3.5,98.3,63.8,6.5,73.0
1.9,65.9,63.9,6.3,59.4
8.3,99.2,83.4,5.5,84.5
4.6,91.1,62.6,5.3,68.5
4.8,80.0,76.4,7.9,65.7
3.2,80.6,66.6,5.9,58.3
6.0,64.9,88.8,7.6,89.5
5.3,63.2,62.7,8.6,66.3
2.0,49.4,50.7,8.1,48.8
5.0,60.0,55.9,6.7,61.7
1.9,91.5,85.2,7.4,74.1
4.5,73.2,61.3,7.3,72.8
3.7,62.9,69.4,5.1,57.8
3.0,64.9,94.4,7.4,76.3
6.1,86.5,62.1,6.1,73.1
4.2,79.4,57.5,4.7,61.4
2.4,92.8,41.9,6.8,63.2
5.8,65.9,60.7,8.9,71.9
6.1,60.8,87.2,7.0,81.1
4.5,70.4,85.6,7.7,68.8
2.9,67.9,61.4,8.4,57.3
7.9,73.2,63.0,6.5,80.6
2.8,73.1,75.5,5.1,66.7
6.5,79.8,56.9,6.5,66.1
3.5,58.9,72.7,5.7,63.6
4.4,72.6,82.6,5.0,75.2
4.0,69.7,53.3,8.1,62.5
9.6,75.7,64.1,7.5,79.6
2.9,63.7,65.0,6.3,58.5
8.1,58.6,74.8,7.5,76.9
5.6,63.3,65.0,8.3,65.4
5.3,75.0,42.0,5.5,55.7
4.0,59.4,52.1,6.7,55.7
5.1,65.5,53.6,6.6,70.5
6.3,52.1,72.6,7.6,68.4
4.5,66.7,42.6,5.5,48.0
4.1,67.0,63.7,6.9,60.9
4.1,75.4,58.5,4.8,58.9
5.4,70.8,48.9,4.8,62.6
4.6,86.2,48.3,5.4,57.8
4.9,66.1,70.2,9.1,65.4
5.6,87.2,65.9,4.8,74.2
2.8,84.3,47.6,10.0,65.6
6.4,68.4,53.1,7.8,70.3
4.6,71.3,83.8,6.5,82.2
6.9,74.3,70.5,4.1,69.0
1.7,90.5,68.3,9.0,68.7
6.4,91.2,72.3,7.3,84.6
3.3,68.6,57.7,6.9,50.4
4.4,69.5,71.4,7.3,64.2
5.3,73.1,93.9,5.7,81.7
7.3,85.6,85.8,7.4,87.6
4.0,64.3,43.2,8.4,58.9
4.5,88.0,89.2,4.7,86.1
8.7,56.7,85.4,6.9,82.2
6.9,89.8,89.2,7.3,92.7
2.9,68.4,59.0,6.6,60.2
4.1,70.2,55.5,7.7,56.0
4.3,71.3,63.3,6.8,59.8
6.2,78.6,70.3,8.2,78.8
6.7,73.0,72.2,4.7,65.9
5.2,45.0,88.8,8.5,71.7
4.1,70.6,58.9,7.0,62.6
5.0,89.6,81.6,5.2,76.5
2.7,75.7,62.2,6.0,67.0
2.3,64.7,79.1,10.0,67.4
4.6,79.8,61.0,8.1,72.1
1.8,68.8,66.4,9.5,54.3
2.5,64.4,44.6,6.9,58.0
4.6,82.0,79.9,7.1,82.2
1.3,72.9,38.6,9.7,44.3
3.6,60.3,62.2,10.0,63.2
7.2,84.6,41.8,6.3,70.1
3.2,93.6,64.8,7.2,71.9
2.0,93.1,43.5,7.3,52.1
3.1,74.2,59.0,7.8,63.7
4.1,89.0,82.4,7.1,83.1
5.6,71.6,74.3,6.6,76.3
6.9,80.7,84.5,7.7,85.5
7.9,57.7,69.8,3.0,51.8
6.2,56.2,82.1,5.9,71.7
0.8,74.5,79.2,5.7,68.7
8.8,92.0,71.7,6.0,95.5
3.6,58.5,65.4,4.1,62.5
5.0,61.4,88.9,7.1,72.7
3.8,63.5,38.7,6.5,55.4
5.8,69.6,86.4,7.8,84.2
6.0,69.8,55.8,5.4,71.7
5.9,64.5,86.5,7.7,76.7
1.9,73.0,72.2,7.6,61.1
4.9,64.1,79.1,8.8,75.9
3.4,55.4,48.8,7.5,57.7
5.4,54.1,52.4,6.7,72.4
2.4,91.9,65.5,5.0,60.0
3.6,93.7,82.8,6.4,75.4
4.9,74.5,37.8,7.0,52.8
6.7,67.6,89.6,4.9,76.2
5.4,74.6,69.4,7.6,68.7
5.6,71.8,68.0,7.0,66.5
6.4,45.0,45.2,7.9,61.7
2.8,45.1,69.6,7.2,60.5
5.0,73.9,61.7,7.2,67.0
2.4,67.0,79.7,6.0,65.8
4.9,71.7,79.9,5.4,77.7
8.1,67.3,55.2,7.2,62.3
1.8,65.2,38.5,7.8,50.2
8.9,61.9,67.5,10.0,68.8
4.5,72.0,70.3,5.9,64.5
3.5,72.3,48.0,3.6,50.3
5.8,86.1,64.4,5.0,59.2
6.9,60.9,54.2,6.7,72.5
6.2,78.6,45.1,4.2,65.0
3.1,74.9,66.4,8.7,61.0
3.1,81.7,77.5,9.6,72.9
9.9,53.1,74.8,4.7,72.7
6.4,60.3,50.1,8.1,56.8
3.3,85.0,81.4,9.1,68.4
2.9,74.3,55.6,7.3,64.9
4.4,79.6,62.2,7.3,77.8
2.7,81.2,76.9,7.7,69.2
2.6,66.3,45.8,8.0,60.2
1.2,55.8,36.5,6.4,45.5
7.8,62.4,61.4,3.6,61.4
3.7,67.8,56.8,9.0,55.0
1.5,76.4,65.2,5.8,60.3
4.0,58.2,51.7,7.8,57.3
2.6,60.5,81.2,9.5,61.6
7.0,46.1,45.3,6.3,55.8
4.6,81.8,62.6,10.0,67.8
5.2,82.1,80.9,6.2,82.2
5.5,64.3,72.7,8.5,83.7
3.9,94.3,77.8,7.9,88.8
8.6,62.2,51.6,5.2,53.2
6.4,87.8,87.9,6.7,87.0
5.6,89.6,69.2,9.7,70.7
2.6,65.5,64.7,6.8,65.5
6.2,97.2,72.9,8.3,84.8
6.7,100.0,90.2,5.5,88.7
6.6,76.1,69.2,7.4,77.6
8.9,73.4,55.5,7.7,77.5
4.2,67.9,80.4,6.0,72.3
3.8,83.5,58.7,6.0,78.5
5.9,70.8,58.2,5.4,72.7
3.7,90.1,74.6,7.1,78.6
5.3,53.1,69.0,5.1,64.5
6.2,45.0,33.1,6.1,44.5
7.3,76.8,84.1,6.4,98.9
4.7,89.6,55.9,4.8,69.0
3.1,58.1,69.7,7.0,66.3
3.2,77.4,30.0,5.3,55.2
6.0,84.5,64.6,6.9,76.0
3.3,66.1,72.2,7.8,67.9
4.8,83.1,65.5,7.0,71.2
7.1,75.2,71.5,5.9,70.8
3.2,74.8,76.9,8.7,62.8
9.4,56.6,76.8,4.3,72.7
5.4,65.4,63.8,7.8,64.6
1.0,76.0,52.8,6.2,71.8
3.4,81.6,50.5,7.7,68.5
9.7,70.1,81.9,5.5,80.2
4.4,57.1,68.7,7.2,64.6
8.3,64.9,98.0,7.6,88.7
3.6,58.8,52.0,4.7,46.1
5.9,82.8,42.8,7.9,70.5
3.7,87.9,67.5,7.1,78.8
4.7,100.0,45.2,7.2,78.2
5.6,72.5,78.7,5.0,69.6
7.8,76.5,72.8,6.4,72.6
7.3,89.6,80.9,6.4,90.1
2.8,76.3,98.0,6.2,83.6
5.4,68.4,40.9,8.9,66.2
7.3,46.0,78.0,7.6,74.2
1.9,56.8,39.0,4.4,39.3
4.4,99.7,53.0,8.7,64.1
2.8,70.0,57.0,6.5,60.3
5.8,91.7,61.5,7.5,80.8
4.5,70.4,74.2,7.2,80.0
7.0,69.6,81.9,6.4,80.7
7.8,66.8,57.9,6.7,72.0
4.0,63.0,43.3,5.9,55.3
5.1,70.0,58.6,5.7,63.4
5.6,84.4,66.2,6.1,77.4
6.7,84.8,90.6,7.7,93.8
7.7,79.2,81.1,5.2,68.8
3.9,71.2,67.4,8.1,59.2
1.2,63.0,57.0,8.9,45.8
6.2,79.6,56.2,5.4,72.2
6.0,98.6,69.3,6.7,78.4
7.8,58.4,53.8,6.6,69.8
8.3,45.1,87.7,6.6,79.8
5.8,59.1,52.6,10.0,63.7
4.1,70.5,84.0,6.0,72.2
3.2,56.7,34.2,6.8,49.7
3.8,70.6,70.4,4.4,59.2
6.7,73.4,50.4,8.0,72.9
3.3,63.4,63.0,5.0,64.2
3.1,54.7,62.4,5.9,58.5
0.5,68.2,81.0,6.8,61.9
5.4,62.0,61.6,7.0,67.3
4.1,65.8,71.2,8.8,71.6
6.4,86.6,77.4,8.0,75.1
8.8,68.3,68.1,7.6,74.6
6.1,72.9,70.6,5.5,74.6
3.3,72.9,61.6,6.2,71.7
4.6,55.9,49.2,6.0,51.9
2.8,52.2,66.6,9.7,59.0
6.0,73.3,53.8,8.1,68.1
3.0,47.7,79.6,7.2,67.0
3.4,71.1,51.3,6.6,66.7
2.9,60.1,78.6,6.5,67.6
5.6,81.0,55.1,7.4,64.3
7.2,45.0,82.5,7.9,71.7
5.5,72.1,84.1,7.4,98.0
3.4,81.4,85.2,7.2,74.9
2.8,73.5,77.3,7.1,67.2
5.1,60.0,67.3,8.0,68.3
6.4,71.6,59.1,5.3,68.8
5.5,79.8,84.8,7.8,85.7
1.8,47.4,76.3,8.3,51.5
2.9,66.7,71.0,7.5,68.7
8.8,67.3,96.7,6.9,87.5
5.3,78.6,77.0,7.3,75.9
4.3,77.3,52.6,6.9,67.6
7.9,53.4,69.0,6.7,70.7
6.8,73.8,71.5,7.4,82.1
5.1,83.6,85.3,5.5,89.5
1.1,63.8,61.4,7.4,57.5
3.4,72.0,42.3,10.0,49.8
7.7,58.5,58.5,6.1,63.5
6.6,55.0,75.6,9.1,74.3
9.0,81.9,74.6,8.0,86.6
7.0,61.4,78.6,5.4,71.4
2.9,69.6,30.0,8.4,52.5
7.6,59.5,81.9,9.3,80.4
4.1,73.8,76.9,8.0,66.6
3.3,47.8,58.7,7.8,60.1
0.9,72.2,65.8,6.5,55.5
2.9,75.7,55.1,6.2,50.8
5.1,56.3,60.6,5.8,62.6
6.1,89.7,62.8,4.5,62.9
0.5,59.0,65.8,8.8,56.4
6.1,63.9,72.8,5.9,73.1
1.3,86.1,51.2,8.6,59.3
6.5,70.9,57.7,8.6,71.5
8.7,68.7,51.6,8.2,75.8
7.8,80.2,76.9,6.0,71.1
2.7,60.3,66.0,6.1,74.6
2.4,74.6,67.0,4.6,54.8
6.7,77.2,86.6,7.7,83.7
8.5,65.5,85.8,7.0,74.2
7.3,46.9,53.8,6.6,50.0
1.8,64.4,70.6,9.2,61.6
1.6,64.5,60.6,5.3,61.2
0.5,69.2,57.9,5.3,52.8
8.1,91.9,70.7,6.2,86.8
7.4,93.9,60.3,6.9,81.6
8.9,80.2,86.7,3.6,75.0
8.2,89.9,57.3,6.6,87.3
10.0,74.9,91.7,6.2,89.8
5.4,67.7,78.0,8.8,75.1
3.0,70.6,39.6,8.1,59.2
7.8,84.2,87.1,5.7,87.7
9.5,66.2,94.5,5.6,78.3
7.1,79.3,69.4,5.4,74.6
2.8,50.6,54.7,6.0,56.0
6.1,54.9,82.3,5.3,74.5
6.6,56.0,55.7,6.0,61.6
6.1,76.4,31.7,6.8,52.3
4.4,64.7,83.1,10.0,65.9
6.1,78.4,76.1,7.2,82.3
8.4,70.0,69.1,4.8,74.0
7.7,80.2,77.3,6.5,72.9
3.4,57.9,63.9,5.4,56.3
6.4,45.0,56.1,9.7,60.7
4.0,68.9,62.0,7.1,66.8
1.5,88.3,52.4,7.9,61.5
4.8,78.4,93.5,6.7,84.6
0.7,58.2,47.9,5.8,45.3
4.8,46.9,69.5,7.7,64.0
3.6,63.6,55.5,6.2,61.2
5.0,66.0,98.0,6.9,79.3
4.2,45.0,81.5,8.1,66.1
6.7,73.4,52.7,7.0,65.4
6.8,66.2,71.8,8.7,60.2
10.0,49.4,66.7,5.6,70.8
3.0,60.3,64.5,9.1,65.9
6.2,75.0,94.2,6.5,85.2
3.0,68.7,49.4,7.6,60.1
5.0,90.7,69.3,8.0,90.4
4.7,86.8,84.6,7.3,76.6
5.2,74.4,72.5,8.3,68.6
5.3,84.5,89.5,6.8,87.4
5.8,74.6,87.8,6.9,92.9
8.1,68.8,59.5,6.7,79.3
8.0,65.5,51.3,5.7,61.6
4.2,58.7,68.9,7.1,67.2
3.5,91.4,84.2,7.1,86.0
6.1,82.0,87.7,7.7,88.3
7.9,70.2,51.1,6.3,69.7
5.0,45.0,61.4,7.4,58.4
6.3,56.8,47.7,9.4,66.3
3.1,77.2,44.8,6.2,56.5
5.0,83.1,75.6,6.9,81.7
2.3,85.4,73.5,7.0,66.9
4.9,67.2,64.2,6.0,59.0
3.4,63.7,33.6,6.1,57.7
8.3,85.1,52.1,4.0,61.8
1.7,45.0,59.0,8.0,62.8
5.2,75.9,78.5,9.2,88.2
0.5,45.0,56.2,8.7,43.8
3.4,48.9,67.7,6.6,62.1
3.2,56.7,59.0,8.6,60.2
0.5,60.6,74.2,6.3,51.9
6.6,100.0,70.2,10.0,83.2
